ID,name,description - ORIGINAL,description_pt,description_es,description_en,website,city,placesOfOriginIds,placesOfOriginNames,incidencyReach,relatedHubsNames,parentHubNames,nature,,isSponsor,Observações,"(hubs) Existem cadastramentos que derivam da iniciativa que acabou de classificar? Se sim, marque:",Quais? usar ;,,,,,,,,,,,,,,,,,
570,La Voz Pública,"Nuestra misión es fortalecer la democracia a través de la defensa del derecho a la información y la verificación del discurso público como herramientas para enriquecer el debate. Para lograrlo, promovemos la apertura de datos y la participación ciudadana a través del uso de tecnologías de la información y la innovación periodística.","Nossa missão é fortalecer a democracia através da defesa do direito à informação e à verificação do discurso público como ferramentas para enriquecer o debate. Para tanto, promovemos a abertura de dados e a participação dos cidadãos através do uso de tecnologias da informaçãoe da inovaçãojornalística.","Nuestra misión es fortalecer la democracia a través de la defensa del derecho a la información y la verificación del discurso público como herramientas para enriquecer el debate. Para lograrlo, promovemos la apertura de datos y la participación ciudadana a través del uso de tecnologías de la información y la innovación periodística.",Our mission is to strengthen democracy through the defense of the right to information and verification of public discourse as tools to enrich public debate. Therefore we promote the opening of data and citizen participation through the use of information technology and journalistic innovation.,http://chequeado.com/acerca-de-la-fundacion/,,AR,Argentina,National,,,NGO,,,,,,,,,,,,,,,,,,,,,,
571,Lab Hacker,"LabHacker é um espaço de trabalho e encontro do  grupo de hackers no Brasil chamado Transparência Hacker - o grupo de ~1500 hackers,  jornalistas, acadêmicos, ativistas, designers, programadores, advogados acreditam que as tecnologias podem e devem ser utilizadas para ampliar a transparência e a participação nos processos políticos.","LabHacker é um espaço de trabalho e encontro do  grupo de hackers no Brasil chamado Transparência Hacker - o grupo de ~1500 hackers,  jornalistas, acadêmicos, ativistas, designers, programadores, advogados acreditam que as tecnologias podem e devem ser utilizadas para ampliar a transparência e a participação nos processos políticos.","LabHacker es un espacio de trabajo y encuentro del grupo de hackers en Brasil llamado Transparencia Hacker - el grupo de 1500 hackers, periodistas, académicos, activistas, diseñadores, programadores, abogados creen que las tecnologías pueden y deben ser utilizadas para ampliar la transparencia y la participación en los procesos políticos.","LabHacker is the work and meeting place of a Brazilian hacker group called Transparência Hacker (Hacker Transparency). The group, of around 1500 hackers, journalists, activists, designers, programmers and lawyers believe that technologies can and must be used to improve transparency and participation in political processes.",http://labhacker.org.br/,São Paulo,BR,Brasil,National,,,NGO,,,São responsáveis por estimular os Hacktons no Brasil,Sinais,,,,,,,,,,,,,,,,,,
572,Lab Hacker Camara Dos Deputados,"O Laboratório Hacker da Câmara dos Deputados, criado pela Resolução 49 de 2013, conta com espaço físico de acesso e uso livres para qualquer cidadão, especialmente programadores e desenvolvedores de softwares, que poderão utilizar dados públicos para ações de cidadania.Nosso objetivo, portanto, é promover ações colaborativas visando o aprimoramento da transparência legislativa e da participação popular.","O Laboratório Hacker da Câmara dos Deputados, criado pela Resolução 49 de 2013, conta com espaço físico de acesso e uso livres para qualquer cidadão, especialmente programadores e desenvolvedores de softwares, que poderão utilizar dados públicos para ações de cidadania.Nosso objetivo, portanto, é promover ações colaborativas visando o aprimoramento da transparência legislativa e da participação popular.","El Laboratorio Hacker de la Cámara de los Diputados, creado por la Resolución 49 de 2013, cuenta con espacio físico de acceso y uso libres para cualquier ciudadano, especialmente programadores y desarrolladores de softwares, que podrán utilizar datos públicos para acciones de ciudadanía. Nuestro objetivo, por lo tanto, es promover acciones en grupo para el perfeccionamiento de la transparencia legislativa y de la participación popular.","Laboratório Hacker da Câmara dos Deputados (Hacker Laboratory of the Chamber of Deputies), created by Resolution 49 of 2013, features an open space that is of free access and use to any citizen, specially programmers and software developers, who can use public data for citizenship actions. Therefore, our goal is to promote collaborative actions in view of improving legislative transparency and popular participation.",http://labhackercd.net/about.html,Brasília,BR,Brasil,National,,Câmara dos Deputados do Brasil; Transparência Hacker,Government,,,ver sinais,Sinais,,,,,,,,,,,,,,,,,,
573,Lab-ID,"Somos una asociación civil apartidista, independiente y sin fines de lucro, cuya misión es buscar el empoderamiento ciudadano a través de la reducción de las vulnerabilidades y el incremento de capacidades propias de la sociedad; esto para lograr incidir ante los fenómenos económicos, sociales y políticos que suceden en México y en el mundo.","Somos uma associação civil apartidária, independente e sem fins lucrativos, cuja missão é apoderar os cidadãos através da redução das vulnerabilidades e o incremento de capacidades próprias da sociedade; isso para conseguir influir sobre os fenômenos econômicos, sociais e políticos que acontecem no México e no mundo.","Somos una asociación civil apartidista, independiente y sin fines de lucro, cuya misión es buscar el empoderamiento ciudadano a través de la reducción de las vulnerabilidades y el incremento de capacidades propias de la sociedad; esto para lograr incidir ante los fenómenos económicos, sociales y políticos que suceden en México y en el mundo.","We are a nonpartisan non-profit civic association whose mission is to empower citizens through reduction of vulnerabilities and increase of society capacities; in order to reach and influence economic, social and political phenomena happening in Mexico and around the world.",http://lab-id.jimdo.com/,Cidade do México,MX,México,National,,,NGO,,,parece ser bem focada na aliança por governo aberto no méxico,Sinais,,,,,,,,,,,,,,,,,,
574,LabCEUS – Laboratórios de Cidades Sensitivas,"O programa tem como missão a promoção da cidadania por meio de interações sociais e tecnológicas, ativando espaços de criatividade cidadã e produção colaborativa.","O programa tem como missão a promoção da cidadania por meio de interações sociais e tecnológicas, ativando espaços de criatividade cidadã e produção colaborativa.","El programa tiene como misión la promoción de la ciudadanía por medio de interacciones sociales y tecnológicas, activando espacios de creatividad ciudadana y producción en grupo.","The program has as its mission the promotion of citizenship through social and technological interaction, activating spaces of citizen creativity and collaborative production.",http://culturadigital.br/labceus,Recife,BR,Brasil,Local,,Universidade Federal de Pernambuco; InCiti; Ministério da Cultura,Constellations,,,Tem um hub chamado InCiti que pode ser interessante. As ações e labs são sinais também.,"Sinais, Hubs",,,,,,,,,,,,,,,,,,
575,LabCidade,"O LabCidade – Laboratório Espaço Público e Direito à Cidade  – é um laboratório da Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo, coordenado pelos professores Euler Sandeville e Raquel Rolnik e tem desenvolvido projetos de pesquisa ligados a planejamento urbano e estudos da paisagem.","O LabCidade – Laboratório Espaço Público e Direito à Cidade  – é um laboratório da Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo, coordenado pelos professores Euler Sandeville e Raquel Rolnik e tem desenvolvido projetos de pesquisa ligados a planejamento urbano e estudos da paisagem.","El LabCidade –Laboratório Espaço Público e Direito à Cidade (Laboratorio Espacio Público y Derecho a la Ciudad)– es un laboratorio de la Faculdad de Arquitetura y Urbanismo de la Universidad de San Pablo, coordinado por los profesores Euler Sandeville y Raquel Rolnik y ha desarrollado proyectos de investigación relacionados a planificación urbana y estudios de paisaje.","LabCidade – Laboratório Espaço Público e Direito à Cidade (Public Space and Right to the City Laboratory) – is a laboratory of Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo (FAU-USP) (Architecture and Urbanism College of the University of São Paulo), coordinated by professors Euler Sanderville and Raquel Rolnik and has been developing research projects relating to urban planning and landscape studies.",http://www.labcidade.fau.usp.br/,São Paulo,BR,Brasil,Local,,Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo,Academy,,,Projetos do LabCidade: http://www.labcidade.fau.usp.br/?page_id=13,Sinais,,,,,,,,,,,,,,,,,,
576,labExperimental,"O labExperimental é um grupo de intervenção criativa que atua principalmente em ambientes educacionais, culturais e de mediação. Seus projetos focam em quatro eixos temáticos: Modelos de Organização, Ocupação de Espaço Público, Mídia Livre e Remixologia.","O labExperimental é um grupo de intervenção criativa que atua principalmente em ambientes educacionais, culturais e de mediação. Seus projetos focam em quatro eixos temáticos: Modelos de Organização, Ocupação de Espaço Público, Mídia Livre e Remixologia.","El labExperimental es un grupo de intervención creativa que actúa principalmente en ambientes educacionales, culturales y de mediación. Sus proyectos se centran en cuatro ejes temáticos: Modelos de Organización, Ocupación de Espacio Público, Mídia Libre y Remixología.","labExperimental is a creative intervention group which acts mainly in educational, cultural and mediation environments. Its projects are focused on four themes: Organization Models, Public Space Occupation, Free Media and Remixology.",http://labexperimental.org/,São Paulo,BR,Brasil,Local,,,Informal,,,"Várias atividades culturais, cursos e intervenções que o labE faz: http://labexperimental.org/",Sinais,,,,,,,,,,,,,,,,,,
577,Laboratório da Cidade,O Laboratório da Cidade é uma organização sem fins lucrativos criada para potencializar as iniciativas cidadãs existentes de inovação e sustentabilidade das cidades; sistematizar e compartilhar informação entre estas iniciativas e com o público; realizar experiências e protótipos dos espaços públicos como plataformas educativas para a cidadania e inovação colaborativa; experimentar modelos sustentáveis de viver nas cidades.,O Laboratório da Cidade é uma organização sem fins lucrativos criada para potencializar as iniciativas cidadãs existentes de inovação e sustentabilidade das cidades; sistematizar e compartilhar informação entre estas iniciativas e com o público; realizar experiências e protótipos dos espaços públicos como plataformas educativas para a cidadania e inovação colaborativa; experimentar modelos sustentáveis de viver nas cidades.,El Laboratorio de la Ciudad es una organización sin fines de lucro creada para potenciar las iniciativas ciudadanas existentes de innovación y sostenibilidad de las ciudades; sistematizar y compartir información entre estas iniciativas y con el público; realizar experiencias y prototipos de los espacios públicos como plataformas educativas para la ciudadanía y innovación desde la colaboración; probar modelos sostenibles de vivir en las ciudades.,Laboratório da Cidade (City Laboratory) is a non-profit organization created to potentialize existing citizen initiatives relating to city innovation and sustainability; carry out experiences and prototyping of public spaces as educational platforms for citizenship and collaborative innovation; experiment sustainable models for city living.,http://www.labcidade.com.br/,São Paulo,BR,Brasil,Local,,,NGO,,,"O laboratório da cidade tem vários sinais, mas não estão no site deles :(",Sinais,,,,,,,,,,,,,,,,,,
578,Laboratorio de Análisis de Organizaciones y Movimientos Sociales (LAOMS),"El LAOMS está dedicado al estudio de la acción colectiva, las protestas y los movimientos sociales que buscan el reconocimiento de nuevos derechos, que ejercen derechos consagrados y que vigilan que las autoridades garanticen la práctica irrestricta de los mismos.","O LAOMS está dedicado ao estudo da ação coletiva, aos protestos e aos movimentos sociais que buscam o reconhecimento de novos direitos, que exercem direitos consagrados, e que vigiam as autoridades para que estas garantam a prática irrestrita dos mesmos.","El LAOMS está dedicado al estudio de la acción colectiva, las protestas y los movimientos sociales que buscan el reconocimiento de nuevos derechos, que ejercen derechos consagrados y que vigilan que las autoridades garanticen la práctica irrestricta de los mismos.","LAOMS is dedicated to studying the collective action, demonstrations and social movements which seek acknowledgement of new rights, which exercise established rights, and which watch authorities to guarantee the unrestricted practice of these rights.",http://laoms.org/,Cidade do México,MX,México,National,,Universidad Nacional Autonoma de México,NGO,,,verificar tipo de hub,Sinais,,,,,,,,,,,,,,,,,,
579,Laboratorio para la ciudad,"El Laboratorio para la Ciudad es la nueva área experimental del Gobierno del Distrito Federal Del Mexico. El Laboratorio es un espacio de especulación y ensayo, donde lanzamos provocaciones que plantean nuevas formas de acercarse a temas relevantes para la ciudad, incubamos proyectos piloto y promovemos encuentros multidisciplinarios en torno a la innovación cívica y la creatividad urbana. El Laboratorio crea diálogos y complicidades entre gobierno, sociedad civil, iniciativa privada y organizaciones no gubernamentales con el propósito de reinventar, en conjunto, algunos territorios de ciudad y gobierno. ","O Laboratorio para la Ciudad (Laboratório para a Cidade) é a nova área experimental do Governo do Distrito Federal Do México. O Laboratório é um espaço de especulação e ensaio, onde lançamos provocações que concebem novas formas de se aproximar de temas relevantes para a cidade, concebemos projetos piloto e promovemos encontros multidisciplinares em meio à inovação cívica e à criatividade urbana. O Laboratório cria diálogos e cumplicidades entre governo, sociedade civil, iniciativa privada e organizações não governamentais com o propósito de reinventar, em conjunto, alguns territórios de cidade e governo.","El Laboratorio para la Ciudad es la nueva área experimental del Gobierno del Distrito Federal Del Mexico. El Laboratorio es un espacio de especulación y ensayo, donde lanzamos provocaciones que plantean nuevas formas de acercarse a temas relevantes para la ciudad, incubamos proyectos piloto y promovemos encuentros multidisciplinarios en torno a la innovación cívica y la creatividad urbana. El Laboratorio crea diálogos y complicidades entre gobierno, sociedad civil, iniciativa privada y organizaciones no gubernamentales con el propósito de reinventar, en conjunto, algunos territorios de ciudad y gobierno. ","O Laboratorio para la Ciudad (Laboratory for the City) is the new experimental area for the Government of the Federal District of Mexico. The Laboratory is a space for speculation and rehearsal, where we launch provocations to conceive new forms of approaching themes that are relevant for the city, developing pilot projects and promoting multidisciplinary meetings around civic innovation and urban creativity. The Laboratory creates dialog and partnerships between government, civil society, private initiative and nongovernmental organizations with the aim of jointly reinventing some territories of city and government.",http://labcd.mx/,Cidade do México,MX,México,Local,,Governo da Cidade do México,Government,,,,Sinais,,,,,,,,,,,,,,,,,,
580,LabRio,Laboratório de inovação e participação da prefeitura do Rio de Janeiro,Laboratório de inovação e participação da prefeitura do Rio de Janeiro,Laboratorio de innovación y participación de la municipalidad del Rio de Janeiro,Laboratory of innovation and participation of Rio de Janeiro City Hall.,http://www.labrio.cc/,Rio de Janeiro,BR,Brasil,Local,,Prefeitura do Rio de Janeiro,Government,,,Acredito que a pref do rj não esteja no mapeamento. n sei se os sinais produzidos pelo Labrio já estão.,"Sinais, Hubs",,,,,,,,,,,,,,,,,,
581,Lavits,"Fundada em 2009, a rede LAVITS tem como objetivo ser um meio para o intercâmbio entre pesquisadores, ativistas e artistas latino-americanos interessados nas relações entre vigilância, tecnologia e sociedade.","Fundada em 2009, a rede LAVITS tem como objetivo ser um meio para o intercâmbio entre pesquisadores, ativistas e artistas latino-americanos interessados nas relações entre vigilância, tecnologia e sociedade.","Fundada en 2009, la red LAVITS tiene como objetivo ser un medio para el intercambio entre investigadores, activistas y artistas latinoamericanos interesados en las relaciones entre vigilancia, tecnología y sociedad.","Founded in 2009, LATVIS network works towards becoming a medium for exchange between researchers, activists and Latin American artists interested in the relations between surveillance, technology and society.",http://lavits.org/,Curitiba,BR,Brasil,Regional,,,Constellations,,,,Sinais,,,,,,,,,,,,,,,,,,
582,Legado no Legislativo,"O Projeto legado tem a intenção de eleger 10 candidatos a deputado federal, comprometidos com uma agenda em educação, segurança pública e gestão.","O Projeto legado tem a intenção de eleger 10 candidatos a deputado federal, comprometidos com uma agenda em educação, segurança pública e gestão.","El Proyecto Legado tiene la intención de elegir 10 candidatos a diputado federal, comprometidos con una agenda en educación, seguridad pública y gestión.","Projeto legado (Legacy Project) intends to elect 10 candidates for Federal Congress, all of which committed to an agenda around education, public security and management.",http://www.legadolegislativo.org.br/,,BR,Brasil,National,,,NGO,,,"""Aplicativo"" que eles criaram: http://participe.legadolegislativo.org.br/voce-se-lembra-em-quem-votou",Sinais,,,,,,,,,,,,,,,,,,
583,Liderazgo y Visión,"Como estrategia básica, dentro de esta misión pedagógica, Liderazgo y Visión se ha esforzado en impulsar la renovación y el fortalecimiento del liderazgo político, social y económico de nuestro país, con independencia de su ámbito de desempeño y de su afiliación ideológica. Hemos trabajado en la conformación de una comunidad de líderes visionarios, constructores y responsables; una comunidad dispuesta a buscar consensos sobre reformas modernizadoras en un marco de tolerancia.","Como estratégia básica, dentro desta missão pedagógica, Liderazgo y Visión (Liderança e Visão) tem se esforçado em estimular a renovação e ofortalecimento da liderança política, social e econômica de nosso país, com independência de sua área de desempenho e de sua afiliação ideológica. Trabalhamos na configuração de uma comunidade de líderes visionários, construtivistas e responsáveis; uma comunidade disposta a buscar consensos sobre reformas modernizantes com base na tolerância.","Como estrategia básica, dentro de esta misión pedagógica, Liderazgo y Visión se ha esforzado en impulsar la renovación y el fortalecimiento del liderazgo político, social y económico de nuestro país, con independencia de su ámbito de desempeño y de su afiliación ideológica. Hemos trabajado en la conformación de una comunidad de líderes visionarios, constructores y responsables; una comunidad dispuesta a buscar consensos sobre reformas modernizadoras en un marco de tolerancia.","As a basic strategy within this pedagogical mission, Liderazgo y Visión (Leadership and Vision) is making an effort to stimulate renovation and strengthening of political, social and economic leadership in our country, regardless of their performance area and their idelogic affiliation. We work on the configuration of a community of visionary, constructivist and responsible leaders; a community willing to reach consensus on modernizing reforms based on tolerance.",http://www.liderazgoyvision.org/nuevo/,,,,National,,,NGO,,,formação,Sinais,,,,,,,,,,,,,,,,,,
584,Madres Angustidas,"Un fin común, que es lograr que en Guatemala haya seguridad y justicia para todos los ciudadanos, con el fin de que las futuras generaciones vivan en paz, amparadas en un verdadero estado de derecho.","Um fim comum, que é conseguir que na Guatemala haja segurança e justiça para todos os cidadãos, com o propósito de que as futuras gerações vivam em paz, amparadas por um verdadeiro estado de direito.","Un fin común, que es lograr que en Guatemala haya seguridad y justicia para todos los ciudadanos, con el fin de que las futuras generaciones vivan en paz, amparadas en un verdadero estado de derecho.","A common end, which is to provide safety and justice in Guatemala for every citizen, in order for next generations to live in peace, supported by true Rule of Law.",http://www.madresangustiadas.com,,GT,Guatemala,National,,,Constellations,,,,,,,,,,,,,,,,,,,,,,
585,Mandato Completo,"Consultoria destinada a campanhas  políticas e mandatos. Desenvolve tecnologias e metodologias para um mandato parlamentar conectado, interativo e democrático.","Consultoria destinada a campanhas  políticas e mandatos. Desenvolve tecnologias e metodologias para um mandato parlamentar conectado, interativo e democrático.","Consultoría destinada a campanhas políticas y mandatos. Desarrolla tecnologías y metodologías para un mandato parlamentar conectado, interactivo y democrático","Consultancy destined for public campaigns and terms of office. It develops technologies and methodologies for a connected, interactive and democratic parliamentary mandate.",http://www.mandatocompleto.com.br/,,BR,Brasil,National,,Campanha Completa,Company,,,http://campanhacompleta.com.br/,Hubs,,,,,,,,,,,,,,,,,,
586,mARTadero,El mARTadero es un proyecto integral de desarrollo social a través del arte y la cultura.,O mARTadero é um projeto integral de desenvolvimento socialatravés da arte e da cultura.,El mARTadero es un proyecto integral de desarrollo social a través del arte y la cultura.,mARTadero is an integral project of social development through art and culture.,http://martadero.org/,Cochabamba,BO,Bolívia,Local,,,NGO,,,,Sinais,,,,,,,,,,,,,,,,,,
587,Medellín Ciudad Inteligente,"Medellín Ciudad Inteligente es un Programa de la Alcaldía de Medellín, que promueve la transformación de la ciudad a través del buen uso de las Tecnologías de la Información y la Comunicación (TIC), para que los ciudadanos mejoren su calidad de vida y entorno.","Medellín Ciudad Inteligente (Medellín Cidade Inteligente) é um Programa da Prefeitura de Medellínque promove a transformação da cidade através do bom uso das Tecnologías de la Información y la Comunicación (Tecnologías da Informação e da Comunicação) (TIC), para que os cidadãos melhorem sua qualidade de vida e entorno.","Medellín Ciudad Inteligente es un Programa de la Alcaldía de Medellín, que promueve la transformación de la ciudad a través del buen uso de las Tecnologías de la Información y la Comunicación (TIC), para que los ciudadanos mejoren su calidad de vida y entorno.","Medellín Ciudad Inteligente (Medellín Intelligent City) is a Program of Medellín's City Hall which promotes transformation of the city via the good use of Information and Communication Technologies (ICT), so that citizens can improve quality of life for themselves and those around them.",http://www.mdeinteligente.co/,Medellin,CO,Colômbia,Local,,Alcaldia de Medellín,Government,,,,Sinais,,,,,,,,,,,,,,,,,,
588,Meninas BlackPower,"Um coletivo de mulheres negaras que promovem eventos e debates sobre seu papel politico, moda, beleza, história e comunicação. ","Um coletivo de mulheres negaras que promovem eventos e debates sobre seu papel politico, moda, beleza, história e comunicação. ","Un colectivo de mujeres negras que promueven eventos y debates sobre su papel politico, moda, belleza, historia y comunicación.","A collective of black women who promote events and debates on their political role, fashion, beauty, history and communication.",http://meninasblackpower.blogspot.com.br/,Rio de Janeiro,BR,Brasil,National,,,Informal,,,,Sinais,,,,,,,,,,,,,,,,,,
589,Mexican Competitiveness Institute (IMCO),"El Instituto Mexicano para la Competitividad (IMCO) es un centro de investigación aplicada basada en evidencia. Nuestra misión institucional es ser consultores de la sociedad mexicana en materia de políticas públicas. Somos una institución independiente, apartidista y sin fines de lucro, dedicada a elaborar propuestas viables para mejorar la capacidad de México para atraer y retener talento e inversiones.","O Instituto Mexicano para la Competitividad (Instituto Mexicano para a Competitividade) (IMCO) é um centro de investigação aplicada baseada nas evidências. Nossa missão institucional é sermos consultores da sociedade mexicana em matéria de políticas públicas. Somos uma instituição independente, apartidária e sem fins lucrativos, dedicada a elaborar propostas viáveis para melhorar a capacidade do México para atrair e reter talento e investimentos.","El Instituto Mexicano para la Competitividad (IMCO) es un centro de investigación aplicada basada en evidencia. Nuestra misión institucional es ser consultores de la sociedad mexicana en materia de políticas públicas. Somos una institución independiente, apartidista y sin fines de lucro, dedicada a elaborar propuestas viables para mejorar la capacidad de México para atraer y retener talento e inversiones.","Instituto Mexicano para la Competitividad (Mexican Institute for Competitivity) (IMCO) is a center of applied investigation based on evidence. Our institutional mission is to be Mexican society's consultants on matters of public policies. We are an independent, nonpartisan and non-profit institution, dedicated to elaborating new and viable proposals for improving Mexico's capacity of attracting and retaining talent and investment.",http://imco.org.mx/home/,México DF,MX,México,National,,,NGO,,,,"Sinais, Financiadores",,,,,,,,,,,,,,,,,,
590,México Evalua,"México Evalúa es un centro de pensamiento y análisis que se enfoca en la evaluación y el monitoreo de la operación gubernamental para elevar la calidad de sus resultados. Apoyamos los procesos de mejora de las políticas públicas a nivel federal, estatal y local mediante la generación y/o revisión de evidencia y la formulación de recomendaciones.","México Evalúa (México Avalia) é um centro de pensamento e análise que se foca na avaliação e no monitoramento da operação governamental para elevar a qualidade de seus resultados. Apoiamos os processos de melhora das políticas públicas a nível federal, estatal e local mediante a geração e/ou revisão de provas e da formulação de recomendações.","México Evalúa es un centro de pensamiento y análisis que se enfoca en la evaluación y el monitoreo de la operación gubernamental para elevar la calidad de sus resultados. Apoyamos los procesos de mejora de las políticas públicas a nivel federal, estatal y local mediante la generación y/o revisión de evidencia y la formulación de recomendaciones.","México Evalúa (Mexico Evaluates) is a thought and analysis center focused on evaluating and monitoring governmental operation in order to increase the quality of results. We support processes of improvement of public policies at federal, regional and local levels, through generation and/or review of exams and through making recommendations.",http://mexicoevalua.org/,,MX,México,National,,,NGO,,,,Sinais,,,,,,,,,,,,,,,,,,
591,Minha Sampa,"A Rede Minha Sampa é formada por milhares de paulistanos, de certidão e de coração, que acreditam na construção de uma São Paulo mais inclusiva, participativa e boa de se viver.","A Rede Minha Sampa é formada por milhares de paulistanos, de certidão e de coração, que acreditam na construção de uma São Paulo mais inclusiva, participativa e boa de se viver.","La Red Mia Sampa está constituida por millones de paulistanos, nacidos y de corazón, que creen en la construcción de una San Pablo más inclusiva, participativa y buena para vivir.","Rede Minha Sampa (My São Paulo Network) is formed by millions of citizens of the city, by birth or by heart, who believe in the construction of a more inclusive, participative and better São Paulo.",http://www.minhasampa.org.br/,São Paulo,BR,Brasil,Local,,Nossas Cidades,NGO,,,,,,,,,,,,,,,,,,,,,,
592,Ministério da Cultura,Ministério de Cultura do Brasil,Ministério de Cultura do Brasil,Ministerio de Cultura del Brasil,Brazilian Ministry of Culture,http://www.cultura.gov.br/,Brasília,BR,Brasil,National,,,Government,,TRUE,,,,,,,,,,,,,,,,,,,,
593,Modernización y Gobierno Digital,"Modernización y Gobierno Digital busca acercar el Estado a las personas, mejorando la atención y calidad de servicio que diariamente entregan las instituciones públicas a los ciudadanos.","Modernización y Gobierno Digital (Modernização e Governo Digital) busca aproximar o Estado das pessoas, melhorando a atenção e a qualidade de serviço que diariamente as instituições públicas prestam aos cidadãos.
","Modernización y Gobierno Digital busca acercar el Estado a las personas, mejorando la atención y calidad de servicio que diariamente entregan las instituciones públicas a los ciudadanos.","Modernización y Gobierno Digital (Modernization and Digital Government) seeks to bring the State closer to the people, improving attention and the quality of the service offered daily to the citizens by the public institutions.",http://www.modernizacion.gob.cl/,Santiago,CL,Chile,National,,,Government,,,,,,,,,,,,,,,,,,,,,,
594,Movimento de Combate à Corrupção Eleitoral,"O Movimento de Combate à Corrupção Eleitoral (MCCE) é uma rede formada por entidades da sociedade civil, movimentos, organizações sociais e religiosas que tem como objetivo combater a corrupção eleitoral, bem como realizar um trabalho educativo sobre a importância do voto visando sempre à busca por um cenário político e eleitoral mais justo e transparente.","O Movimento de Combate à Corrupção Eleitoral (MCCE) é uma rede formada por entidades da sociedade civil, movimentos, organizações sociais e religiosas que tem como objetivo combater a corrupção eleitoral, bem como realizar um trabalho educativo sobre a importância do voto visando sempre à busca por um cenário político e eleitoral mais justo e transparente.","El Movimiento de Combate a la Corrupción Electoral (MCCE) es una red constituida por entidades de la sociedad civil, movimientos, organizaciones sociales y religiosas que tienen como objetivo combatir la corrupción electoral, bien como realizar un trabajo educativo sobre la importancia del voto en búsqueda por un escenario político y electoral más justo y transparente.","Movimento de Combate à Corrupção Eleitoral (Movement for Combating Electoral Corruption) (MCCE) is a network comprising civil society entities, movements, social and religious organizations who have the goal of combatting electoral corruption, as well as promoting educational work on the importance of voting, always aiming to bring forth a more fair and transparent political and electoral environment.",http://www.mcce.org.br/,,BR,Brasil,National,,,NGO,,,,Outros,60 entidades nacionais,,,,,,,,,,,,,,,,,
595,Movimento Passe Livre,"O Movimento Passe Livre (MPL) é um movimento social autônomo, apartidário, horizontal e independente, que luta por um transporte público de verdade, gratuito para o conjunto da população e fora da iniciativa privada.","O Movimento Passe Livre (MPL) é um movimento social autônomo, apartidário, horizontal e independente, que luta por um transporte público de verdade, gratuito para o conjunto da população e fora da iniciativa privada.","El Movimento Passe Livre (Movimiento Pase Libre) (MPL) es un movimiento social autónomo, apartidista, horizontal e independiente, que lucha por un transporte público de verdad, gratuito para el conjunto de la populación y fuera de la iniciativa privativa.","Movimento Passe Livre (Free Fare Movement) (MPL) is an autonomous, nonpartisan, horizontal and independent social movement, which fights for truly public transportation, for free use by the population and not connected to the private initiative.",http://www.mpl.org.br/,Florianópolis,BR,Brasil,National,,,Informal,,,,Sinais,,,,,,,,,,,,,,,,,,
596,Movimento Passe Livre São Paulo,"o MPL é um grupo de pessoas comuns que se juntam para discutir e lutar por outro projeto de transporte para a cidade. não somos filiados a nenhum partido ou instituição. o mpl é um movimento social independente e horizontal, o que significa que não temos presidentes, dirigentes, chefes ou secretários, todos têm a mesma voz e poder de decisão dentro dos nossos espaços.","o MPL é um grupo de pessoas comuns que se juntam para discutir e lutar por outro projeto de transporte para a cidade. não somos filiados a nenhum partido ou instituição. o mpl é um movimento social independente e horizontal, o que significa que não temos presidentes, dirigentes, chefes ou secretários, todos têm a mesma voz e poder de decisão dentro dos nossos espaços.","El MPL (Movimiento Pase Libre) es un grupo de personas comunes que se juntan para discutir y luchar por otro proyecto de transporte para la ciudad. No somos subordinados a ningún partido o instituición. El MPL es un movimiento social independiente y horizontal, así que no tenemos presidentes, dirigentes, jefes o secretarios, todos tienen la misma voz y poder de decisión dentro de nuestros espacios.","MPL is a group of common people who have gotten together to discuss and fight for a new transportation project for the city. We are not affiliated to any party or institution. MPL is an independent and horizontal social movement, which means we do not have presidents, directors, bosses or secretaries, everyone has the same voice and decision power within our spaces.",http://saopaulo.mpl.org.br/,São Paulo,BR,Brasil,Local,,Movimento Passe Livre,Informal,,,Responsável pelo inicio das manifestações de 2013,Sinais,,,,,,,,,,,,,,,,,,
597,Movimento Voto Consciente,"O Movimento Voto Consciente é uma OSCIP (Organização da Sociedade Civil de Interesse Público) focada no aprimoramento da participação política da população, e está permanentemente de braços abertos para receber os demais cidadãos que queiram ingressar na luta pelo aprimoramento da política no Brasil.","O Movimento Voto Consciente é uma OSCIP (Organização da Sociedade Civil de Interesse Público) focada no aprimoramento da participação política da população, e está permanentemente de braços abertos para receber os demais cidadãos que queiram ingressar na luta pelo aprimoramento da política no Brasil.","El Movimiento Voto Conciente es una OSCIP (Organización de la Sociedad Civil de Interés Público) comprometida con el perfeccionamiento de la participación política de la población, y está permanentemente con los brazos abiertos para recibir a los demás ciudadanos que quieran ingresar en la lucha por la mejoría de la política en Brasil.","Movimento Voto Consciente (Vote Consciously Movement) é uma OSCIP (Organização da Sociedade Civil de Interesse Público) (Civil Society Organization of Public Interest) focused on improving the population's political participation, and is permanently open to receive citzens who wish to enter the struggle to improve politics in Brazil.",http://www.votoconsciente.org.br/,São Paulo,BR,Brasil,National,,,NGO,,,,Sinais,,,,,,,,,,,,,,,,,,
